param_initialization,qaoa_variant,optimizer,depth,graph_size,graph_name,time_elapsed,quantum_func_evals,quantum_solution,quantum_obj_value,classic_solution,classic_value,obj_func_evolution,
19,gaussian,vanilla,COBYQA,3,9,D]w,514.1648190021515,47,"[array(-0.31662974), array(0.07696583), array(-0.02400111), array(-0.18786551), array(-0.06222077), array(-0.39535062), array(-0.35784137), array(0.60596169), array(-0.07176275), array(0.01185594), array(-0.0744923), array(-0.26049172), array(-0.36537073), array(-0.02292034), array(-0.16179531), array(0.01565897), array(-0.41702306), array(-0.43361156), array(-0.48360694), array(-0.44850258), array(-0.48547594), array(-0.50188002), array(-0.50716786), array(-0.49169472), array(-0.45920241), array(-0.47550838), array(-0.46812966), array(-0.48371394), array(-0.46035731), array(-0.51592699), array(-0.47391708), array(-0.50932096), array(-0.48978862), array(-0.48553215), array(-0.49910726), array(-0.50550722), array(-0.49906005), array(-0.47075752), array(-0.48170241), array(-0.5352302), array(-0.47893888), array(-0.51283611), array(-0.49550327), array(-0.56211367), array(-0.52969901), array(-0.54142477), array(-0.50607075)]","[1, 1, 0, 0, 0]",3.5207415415368595,"[0, 0, 1.0, 1.0, 1.0]",3.5207415415368595
20,gaussian,vanilla,COBYQA,3,9,EQyw,525.4048490524292,48,"[array(-0.41876604), array(0.09441107), array(0.25261861), array(0.06586642), array(-0.02392205), array(-0.18722761), array(-0.47587576), array(0.15760056), array(0.14623997), array(0.14383594), array(-0.19162898), array(-0.12139722), array(-0.43454697), array(-0.50104215), array(-0.0473203), array(-0.17314369), array(0.2559325), array(-0.09198561), array(-0.36038698), array(-0.29673751), array(-0.2664204), array(-0.49642928), array(-0.4662548), array(-0.49198579), array(-0.40813306), array(-0.44718734), array(-0.41959939), array(-0.39784472), array(-0.45611662), array(-0.48060416), array(-0.45246391), array(-0.40504857), array(-0.49000609), array(-0.49789746), array(-0.41483568), array(-0.47152076), array(-0.45193917), array(-0.45877263), array(-0.43237821), array(-0.46381725), array(-0.42347088), array(-0.43569898), array(-0.44089052), array(-0.45811869), array(-0.48344875), array(-0.46984523), array(-0.50278378), array(-0.44386223)]","[1, 1, 0, 0, 0, 1]",4.432487862987722,"[1.0, 1.0, 0, 0, 0, 1.0]",4.432487862987722
21,gaussian,vanilla,COBYQA,3,9,E?Bw,538.8775849342346,49,"[array(0.41838921), array(-0.14370007), array(-0.20965225), array(0.3590729), array(0.42058444), array(0.36890044), array(0.37159631), array(-0.02795699), array(-0.21700598), array(-0.18889863), array(0.17721954), array(0.13480639), array(0.41423855), array(0.1687858), array(-0.60662594), array(0.19078192), array(-0.36577369), array(-0.57808838), array(-0.47077974), array(-0.56135066), array(-0.60043503), array(-0.66403213), array(-0.72336837), array(-0.66886045), array(-0.68207741), array(-0.66031161), array(-0.66462015), array(-0.68839847), array(-0.64831518), array(-0.70227833), array(-0.74675043), array(-0.72114599), array(-0.67227672), array(-0.6773316), array(-0.70840958), array(-0.6816836), array(-0.70258461), array(-0.70018164), array(-0.65185649), array(-0.71020838), array(-0.69753719), array(-0.71849776), array(-0.68521505), array(-0.73272567), array(-0.68645657), array(-0.66880062), array(-0.68778332), array(-0.70527199), array(-0.71579585)]","[0, 1, 0, 1, 1, 0]",2.6144010321452735,"[1.0, 1.0, 1.0, 1.0, 1.0, 0]",2.762376409118102
22,gaussian,vanilla,COBYQA,3,9,EQzO,511.87781739234924,47,"[array(-0.30006278), array(-0.06369444), array(0.12338975), array(0.12941313), array(-0.37751547), array(-0.29462493), array(-0.3378034), array(0.42744618), array(0.17034018), array(-0.17251879), array(-0.07281358), array(-0.36754927), array(-0.36134642), array(0.22669345), array(-0.26483898), array(0.03591621), array(-0.49590087), array(-0.45815383), array(-0.50397941), array(-0.50585498), array(-0.533033), array(-0.52553058), array(-0.51655557), array(-0.52204337), array(-0.48327546), array(-0.50925789), array(-0.52003107), array(-0.52527085), array(-0.512847), array(-0.55241553), array(-0.48429992), array(-0.48966656), array(-0.51577504), array(-0.50653587), array(-0.52647819), array(-0.52922294), array(-0.52271021), array(-0.52384411), array(-0.50027615), array(-0.51174753), array(-0.50772272), array(-0.52250947), array(-0.50234445), array(-0.53851109), array(-0.4969389), array(-0.52077729), array(-0.53137392)]","[1, 0, 0, 1, 1, 0]",2.190231209934864,"[0, 1.0, 1.0, 0, 0, 1.0]",2.1902312099348644
23,gaussian,vanilla,COBYQA,3,9,EEzO,600.6430268287659,55,"[array(0.16618258), array(-0.07762449), array(0.08815737), array(0.01779057), array(0.29161058), array(0.41447024), array(0.35747163), array(0.16619365), array(0.03660903), array(0.12573582), array(0.15951835), array(0.02230029), array(0.04705317), array(0.43476738), array(0.02605461), array(-0.04310287), array(-0.1582249), array(-0.17737257), array(-0.10498611), array(-0.17641603), array(-0.1665756), array(-0.14497138), array(-0.22391892), array(-0.19302147), array(-0.06334278), array(-0.18484684), array(-0.18676675), array(-0.28165638), array(-0.31916714), array(-0.24675899), array(-0.22242133), array(-0.29293299), array(-0.23787839), array(-0.17218324), array(-0.21164082), array(-0.33031958), array(-0.18507947), array(-0.27588675), array(-0.32161997), array(-0.26054197), array(-0.2387328), array(-0.25800542), array(-0.27352596), array(-0.26529713), array(-0.28877066), array(-0.23506491), array(-0.31217544), array(-0.29747222), array(-0.28447885), array(-0.2418472), array(-0.26291433), array(-0.25778417), array(-0.31395656), array(-0.2800182), array(-0.3307565)]","[1, 1, 1, 1, 0, 0]",3.909640658441659,"[1.0, 1.0, 1.0, 1.0, 0, 0]",3.909640658441659
24,gaussian,vanilla,COBYQA,3,9,ECYW,703.2186632156372,64,"[array(0.33957802), array(-0.29595186), array(-0.1659006), array(0.14286398), array(-0.04522366), array(0.27621235), array(0.35703649), array(0.14853505), array(0.19039221), array(-0.09160664), array(0.34864296), array(0.22969926), array(0.3056244), array(0.34567743), array(-0.43619709), array(-0.07794325), array(-0.47766685), array(-0.3756351), array(-0.42918719), array(-0.45810423), array(-0.45151384), array(-0.48103854), array(-0.47700797), array(-0.46047261), array(-0.4880024), array(-0.48973575), array(-0.47288291), array(-0.50419538), array(-0.53994147), array(-0.40208198), array(-0.45831043), array(-0.55967051), array(-0.539998), array(-0.56613828), array(-0.4822018), array(-0.5775578), array(-0.60182162), array(-0.59782422), array(-0.54065635), array(-0.50253243), array(-0.53508713), array(-0.58058273), array(-0.56400692), array(-0.59220286), array(-0.55289157), array(-0.52354369), array(-0.59411471), array(-0.57198793), array(-0.56261717), array(-0.60839989), array(-0.51771671), array(-0.570788), array(-0.57891935), array(-0.55245332), array(-0.55954051), array(-0.60478417), array(-0.58549028), array(-0.56469123), array(-0.56190034), array(-0.55489065), array(-0.618271), array(-0.54969387), array(-0.57534251), array(-0.56229207)]","[1, 0, 0, 0, 1, 0]",3.3609846424695475,"[0, 1.0, 1.0, 1.0, 0, 1.0]",3.360984642469548
25,gaussian,vanilla,COBYQA,3,9,ECvo,481.30251383781433,44,"[array(-0.24783343), array(0.2000526), array(0.10884498), array(-0.16037406), array(0.13625259), array(-0.04453135), array(-0.26156101), array(0.2537562), array(0.22370112), array(-0.28183987), array(-0.4117732), array(-0.26193114), array(-0.13222598), array(0.05584329), array(-0.09928222), array(-0.31055683), array(-0.40606189), array(-0.4126632), array(-0.4089078), array(-0.45154953), array(-0.39237243), array(-0.40843231), array(-0.33183091), array(-0.38604089), array(-0.36200665), array(-0.39946558), array(-0.32271045), array(-0.42467967), array(-0.43702931), array(-0.38237763), array(-0.43031794), array(-0.37667179), array(-0.39041258), array(-0.41763979), array(-0.3882223), array(-0.41887019), array(-0.4297206), array(-0.42126699), array(-0.38851923), array(-0.38938678), array(-0.39656879), array(-0.40758768), array(-0.38887009), array(-0.39171535)]","[1, 1, 1, 0, 0, 0]",3.4059973213965993,"[1.0, 1.0, 1.0, 0, 0, 0]",3.4059973213965997
26,gaussian,vanilla,COBYQA,3,9,EC~o,725.6843314170837,66,"[array(-0.25955268), array(0.12280557), array(-0.38812601), array(-0.08356235), array(0.12372696), array(-0.2815139), array(-0.18866585), array(0.59465545), array(-0.02959574), array(-0.38853746), array(-0.40168082), array(-0.43860328), array(-0.39094202), array(0.0899013), array(-0.11285211), array(-0.01097088), array(-0.20014093), array(-0.35279092), array(-0.51897966), array(-0.52043029), array(-0.52627031), array(-0.45977734), array(-0.57448126), array(-0.48845527), array(-0.55017681), array(-0.54680548), array(-0.52131183), array(-0.44701765), array(-0.45234543), array(-0.48883702), array(-0.47592321), array(-0.59831983), array(-0.62421142), array(-0.62468769), array(-0.55674804), array(-0.5879478), array(-0.46426771), array(-0.62440047), array(-0.59376828), array(-0.59780194), array(-0.59571948), array(-0.65836978), array(-0.60829341), array(-0.60803036), array(-0.6460921), array(-0.57293137), array(-0.57890186), array(-0.58389804), array(-0.64661318), array(-0.67521039), array(-0.58444572), array(-0.59779981), array(-0.61322434), array(-0.60967307), array(-0.66098279), array(-0.60828327), array(-0.68830409), array(-0.64343853), array(-0.63164317), array(-0.59959494), array(-0.56418148), array(-0.65535195), array(-0.66361637), array(-0.55209777), array(-0.62044237), array(-0.61356579)]","[0, 0, 0, 1, 1, 1]",4.534465996966041,"[1.0, 1.0, 1.0, 0, 0, 0]",4.534465996966041
27,gaussian,vanilla,COBYQA,3,9,EQj_,482.447634935379,44,"[array(0.05423774), array(-0.04680975), array(0.27327696), array(-0.23747821), array(0.06571317), array(0.16127809), array(0.06994912), array(0.02445631), array(0.00758025), array(-0.04931354), array(0.67973403), array(0.21695004), array(0.06420849), array(0.02463471), array(0.14369986), array(-0.16511702), array(-0.25825421), array(-0.18898946), array(-0.20980608), array(-0.16993401), array(-0.20900387), array(-0.1852833), array(-0.1956686), array(-0.22794953), array(-0.24992339), array(-0.11472128), array(-0.22310432), array(-0.20403773), array(-0.18292645), array(-0.17360091), array(-0.20121959), array(-0.20147387), array(-0.2130477), array(-0.25105532), array(-0.20164776), array(-0.21784102), array(-0.23697174), array(-0.24073901), array(-0.20967179), array(-0.22949227), array(-0.21620852), array(-0.15769764), array(-0.22572903), array(-0.19224603)]","[0, 1, 0, 1, 1, 0]",2.270753629876714,"[1.0, 1.0, 1.0, 0, 0, 0]",3.8315272949297934
28,gaussian,vanilla,COBYQA,3,9,EQzo,478.33415031433105,44,"[array(-0.22445403), array(0.52428451), array(-0.08628997), array(0.07564803), array(0.08446142), array(-0.24972434), array(-0.24279209), array(0.49529912), array(0.08206539), array(0.15934821), array(-0.24075749), array(-0.24124192), array(-0.26276178), array(-0.03514425), array(-0.19536042), array(-0.0172772), array(-0.10764581), array(-0.2185098), array(-0.24954474), array(-0.17663735), array(-0.19677985), array(-0.19855981), array(-0.23349006), array(-0.2322833), array(-0.24821253), array(-0.14846701), array(-0.23932392), array(-0.18287854), array(-0.20087816), array(-0.22735746), array(-0.22556125), array(-0.22351985), array(-0.19213547), array(-0.20293379), array(-0.28976695), array(-0.21596729), array(-0.17499402), array(-0.25237401), array(-0.26686217), array(-0.20856965), array(-0.26388068), array(-0.22031317), array(-0.23017119), array(-0.21506132)]","[0, 0, 0, 1, 1, 1]",2.5839312341944884,"[1.0, 1.0, 0, 0, 0, 1.0]",3.3615318010765973
29,gaussian,vanilla,COBYQA,3,9,E?ro,519.2882137298584,47,"[array(0.49904319), array(-0.40380399), array(0.09466849), array(-0.14180997), array(-0.00585236), array(0.3426641), array(0.3616975), array(-0.10124929), array(0.30841329), array(-0.13798909), array(0.29636309), array(0.44986091), array(0.52765947), array(0.16727696), array(-0.08576882), array(-0.27314756), array(-0.38159886), array(-0.30008365), array(-0.48387629), array(-0.49480675), array(-0.52605303), array(-0.47834714), array(-0.56087936), array(-0.50209173), array(-0.58209207), array(-0.51427266), array(-0.47051668), array(-0.52927056), array(-0.48541705), array(-0.58054658), array(-0.49378548), array(-0.54163913), array(-0.52496012), array(-0.54166755), array(-0.52500699), array(-0.52060343), array(-0.54669825), array(-0.53753347), array(-0.56441621), array(-0.49174824), array(-0.53328402), array(-0.52218577), array(-0.55272465), array(-0.49351135), array(-0.55030466), array(-0.51973586), array(-0.54876178)]","[1, 1, 1, 1, 0, 0]",3.3753362251022687,"[1.0, 1.0, 1.0, 1.0, 0, 0]",3.3753362251022687
30,gaussian,vanilla,COBYQA,3,9,EEzg,499.9551258087158,45,"[array(0.41036725), array(-0.2623133), array(-0.04984622), array(0.09773708), array(0.06005081), array(0.40896166), array(0.42141502), array(-0.19216218), array(0.37742025), array(-0.008481), array(0.24809726), array(0.34610614), array(0.44753995), array(0.08623729), array(-0.13616368), array(-0.07861202), array(-0.28908069), array(-0.10943898), array(-0.22517735), array(-0.27902427), array(-0.26784227), array(-0.20919768), array(-0.41333977), array(-0.40106424), array(-0.39511779), array(-0.29885702), array(-0.28677662), array(-0.38882364), array(-0.39606904), array(-0.40891371), array(-0.3580603), array(-0.39526631), array(-0.30664735), array(-0.34429729), array(-0.36702877), array(-0.36424793), array(-0.29143907), array(-0.38152049), array(-0.31534943), array(-0.32182918), array(-0.34907602), array(-0.40084911), array(-0.31911674), array(-0.33907727), array(-0.40958984)]","[0, 1, 0, 1, 1, 0]",3.328431476220853,"[1.0, 1.0, 1.0, 0, 0, 0]",4.047312363092217
31,gaussian,vanilla,COBYQA,3,9,EEvo,489.10998797416687,45,"[array(0.14959371), array(-0.29837412), array(0.02546729), array(0.00845084), array(0.04569118), array(0.15316664), array(0.15371935), array(0.24929333), array(0.25119744), array(0.00962837), array(0.15557039), array(0.17230397), array(0.1176954), array(0.32882509), array(-0.26554655), array(-0.15504362), array(-0.23754903), array(-0.26747457), array(-0.13408196), array(-0.22795506), array(-0.28223074), array(-0.2179537), array(-0.27314508), array(-0.15792957), array(-0.34161148), array(-0.19668963), array(-0.27337521), array(-0.31505146), array(-0.30527105), array(-0.27866897), array(-0.28883008), array(-0.28448247), array(-0.25439638), array(-0.2573093), array(-0.29081281), array(-0.30869701), array(-0.28498946), array(-0.25004333), array(-0.26076275), array(-0.26533666), array(-0.26124281), array(-0.28297092), array(-0.26084103), array(-0.26492691), array(-0.28232372)]","[1, 1, 0, 0, 0, 1]",3.526776359240181,"[1.0, 1.0, 1.0, 1.0, 0, 0]",4.052653453584332
32,gaussian,vanilla,COBYQA,3,9,EQ~w,488.03714871406555,45,"[array(-0.08257055), array(0.29312067), array(-0.05214651), array(-0.14677796), array(-0.09220378), array(-0.1410306), array(-0.12582367), array(-0.00968838), array(-0.16387934), array(0.05628468), array(-0.10711369), array(-0.00078981), array(-0.12936675), array(0.18207838), array(-0.09347342), array(-0.08886688), array(0.06362625), array(-0.14174746), array(-0.14228239), array(-0.16912964), array(-0.15249635), array(-0.10013405), array(-0.21449238), array(-0.09083584), array(-0.14560116), array(-0.12548366), array(-0.11851253), array(-0.16598738), array(-0.15221804), array(-0.15717322), array(-0.15778898), array(-0.12393198), array(-0.11472072), array(-0.17041164), array(-0.10981967), array(-0.14767256), array(-0.17553018), array(-0.13706881), array(-0.10336479), array(-0.1541553), array(-0.17008069), array(-0.18918116), array(-0.14015893), array(-0.13347995), array(-0.11436846)]","[1, 0, 0, 1, 0, 0]",3.3791835377757895,"[0, 1.0, 1.0, 0, 0, 1.0]",4.5426744272751645
33,gaussian,vanilla,COBYQA,3,9,EErw,473.18687868118286,44,"[array(-0.4129311), array(0.21577802), array(-0.16319044), array(-0.05335069), array(-0.02291069), array(-0.38318388), array(-0.37521932), array(0.33913118), array(-0.29561471), array(-0.11554736), array(-0.45938318), array(-0.35276467), array(-0.37918601), array(-0.35927655), array(-0.17509332), array(-0.3529082), array(-0.52492777), array(-0.46087836), array(-0.50904857), array(-0.43539636), array(-0.42262022), array(-0.49600506), array(-0.51324229), array(-0.45946158), array(-0.46119564), array(-0.37726042), array(-0.43813345), array(-0.51619923), array(-0.56946843), array(-0.49184983), array(-0.4508105), array(-0.46505844), array(-0.51595183), array(-0.49559194), array(-0.50178149), array(-0.49932649), array(-0.52334041), array(-0.5462704), array(-0.51029856), array(-0.55707572), array(-0.52635052), array(-0.4647667), array(-0.50951627), array(-0.54064426)]","[0, 0, 0, 1, 1, 1]",4.357496331029228,"[1.0, 1.0, 1.0, 0, 0, 0]",4.357496331029228
